dataset_type,row_id,arxiv_id,category,abstract,Introduction/Background,Aim/Purpose,Methodology,Results / Contributions ,Conclusions,Limitations of Research / Gap,Not Sure,ERRORS,TOO LONG,length,number_of_errors
test,3600,1409.5423,math,"<S0> In this paper we propose a fast algorithm for trivariate interpolation , which is based on the partition of unity method for constructing a global interpolant by blending local radial basis function interpolants and using locally supported weight functions. </S0> <S1> The partition of unity algorithm is efficiently implemented and optimized by connecting the method with an effective cube - partition searching procedure. </S1> <S2> More precisely , we construct a cube structure , which partitions the domain and strictly depends on the size of its subdomains , so that the new searching procedure and , accordingly , the resulting algorithm enable us to efficiently deal with a large number of nodes . complexity analysis and numerical experimen. </S2> <S3> Show high efficiency and accuracy of the proposed interpolation algorithm. </S3> <S4> Meshless approximation , fast algorithms , partition of unity methods , radial basis functions , scattered data . 65d05 , 65d15 , 65d 17. </S4>",0.4,0.2,0.0,0.0,0.0,0.0,,0.6,,5,3
test,1619,908.0479,math,"<S0> We develop a method for calculating the norm and the spectrum of the modulus of a foguel operator . in many cases. </S0> <S1> The norm can be computed exactly . in others. </S1> <S2> Sharp upper bounds are obtained . in particular , we observe several connections between foguel operators and the golden ratio. </S2>",0.0,0.0,0.0,0.0,0.0,0.0,S2,0.6666666666666666,,3,2
test,6052,1301.5338,math,"<S0> . 1 cm quaternionic polynomials are generated by quaternionic variables and the quaternionic product. </S0> <S1> This paper proposes the generating ideal of quaternionic polynomials in tensor algebra , finds the grbner base of the ideal in the case of pure imaginary quaternionic variables , and describes the normal forms of such quaternionic polynomials explicitly. </S1>",0.0,0.5,0.0,0.0,0.0,0.0,,0.5,,2,1
test,2323,1309.6017,math,"<S0> We consider a modified ricci flow equation whose stationary solutions include einstein and ricci soliton metrics , and we study the linear stability of those solutions relative to the flow . after deriving various criteria that imply linear stability , we turn our attention to left - invariant soliton metrics on ( non - compact ) simply connected solvable lie groups and prove linear stability of many such metrics. </S0> <S1> These include an open set of two - step solvsolitons , all two - step nilsolitons , two infinite families of three - step solvable einstein metrics , all nilsolitons of dimensions six or less , and all solvable einstein metrics of dimension seven or less with codimension - one nilradical . for each linearly stable metr. </S1> <S2> , dynamical stability follows from a generalization of the techniques of guenther , isenberg , and knopf. </S2>",0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,,0.6666666666666666,,3,2
test,1797,1509.02511,math,"<S0> In this paper we review some results on time - homogeneous birth - death processes . specifically , for truncated birth - death processes with two absorbing or two reflecting endpoin. </S0> <S1> , we recall the necessary and sufficient conditions on the transition rates such that the transition probabilities satisfy a spatial symmetry relation. </S1> <S2> The latter leads to simple expressions for first - passage - time densities and avoiding transition probabilities. </S2> <S3> This approach is thus thoroughly extended to the case of bilateral birth - death processes , even in the presence of catastrophes , and to the case of a two - dimensional birth - death process with constant rates . + _ keywords : _ truncated processes ; bilateral processes ; transition probabilities ; spatial symmetry ; absorption ; reflection ; first - passage time ; avoiding transition probabilities ; catastrophes. </S3> <S4> + _ mathematical subject classification : _ 60j. </S4>",0.4,0.0,0.0,0.0,0.0,0.0,,0.8,,5,4
test,1187,1606.02992,math,"<S0> For a physical or biological model whose dynamics is described by a higher order difference equation @xmath0 , we propose a version of a target oriented control @xmath 1 , with @xmath 2 , @xmath3 . in ecological syste. </S0> <S1> , the method incorporates harvesting and recruitment and for a wide class of @xmath 4 , allows to stabilize ( locally or globally ) a fixed point of @xmath 4 . if a point which is not a fixed point of @xmath4 has to be stabilized , the target oriented control is an appropriate method for achieving this goal . as a particular ca. </S1> <S2> , we consider pest control applied to pest populations with delayed density - dependence. </S2> <S3> This corresponds to a proportional feedback method , which includes harvesting only , for higher order equations. </S3> <S4> Chaos , target oriented control , higher order difference equation , globally asymptotically stable fixed point , delay ricker model , pielou equation * ams subject classification : * 93d15 ( primary ) , 92d25 , 39a30 , 93c55 ( secondary. </S4>",0.0,0.0,0.0,0.2,0.0,0.0,,0.8,,5,4
test,3781,907.1905,math,"<S0> We introduce pseudocubical objects with pseudoconnections in an arbitrary category , obtained from the brown - higgins structure of a cubical object with connections by suitably relaxing their identities , and construct a cubical analog of the tierney - vogel theory of simplicial derived functors . the crucial point in the constructi. </S0> <S1> Is that projective precubical resolutions which are naturally used to define our cubical derived functors possess pseudodegeneracies and pseudoconnections. </S1> <S2> The same fact is essentially used for proving that in the case of an additive functor between abelian categories , our theory coincides with the classical relative theory of derived functors by eilenberg - moore. </S2>",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,,0.6666666666666666,,3,2
test,6292,math0108169,math,<S0> Asymptotic quadratic growth rates of saddle connections and families of periodic cylinders on translation tori with @xmath0 marked points are studied . for any marking the existence of limits of the quadratic growth ra. </S0> <S1> Is shown using elementary methods ( not ratners theorem ). </S1> <S2> We study the growth rate limit as function of the marking. </S2> <S3> Precise formulas for this function in the case of two marked points are given and the sets where the growth rate function is maximal and continuous are described . for rational two markings the index of the veech group in @xmath1 is calculated in two different ways. </S3>,0.25,0.0,0.0,0.25,0.25,0.0,,0.5,,4,2
test,1857,811.0751,math,"<S0> We introduce and investigate the ribbon groupoid associated with a garside group . under a technical hypothesis , we prove that this category is a garside groupoid. </S0> <S1> We decompose this groupoid into a semi - direct product of two of its parabolic subgroupoids and provide a groupoid presentation . in order to established the latter resu. </S1> <S2> , we describe quasi - centralizers in Garside groups. </S2> <S3> All results hold in the particular case of artin - tits groups of spherical type. </S3>",0.25,0.0,0.0,0.25,0.25,0.0,,0.5,,4,2
test,2643,math0207302,math,"<S0> In the classical knot theory there is a well - known notion of descending diagram . from an arbitrary diagr. </S0> <S1> One can easily obtain , by some crossing changes , a descending diagram which is a diagram of the unknot or unlink . in this pap. </S1> <S2> The notion of descending diagram for knots and links in @xmath0 is extended to the case of nonoriented knots and links in the projective space. </S2> <S3> It is also shown that this notion can not be extended to oriented links. </S3>",0.0,0.0,0.0,0.5,0.0,0.0,,0.5,,4,2
test,1064,1411.6779,math,"<S0> In this paper we provide a unified treatment of some convex minimization problems , which allows for a better understanding and , in some cases , improvement of results in this direction proved recently in spaces of curvature bounded above . for this purpo. </S0> <S1> , we analyze the asymptotic behavior of compositions of finitely many firmly nonexpansive mappings in the setting of @xmath0 - uniformly convex geodesic spaces focusing on asymptotic regularity and convergence results. </S1> <S2> + _ keywords : _ firmly nonexpansive mapping , convex optimization , convex feasibility problem , @xmath0 - uniformly convex geodesic space , cat@xmath 1 space @xmath2departamento De Anlisis Matemtico - Imus , Universidad De Sevilla , Apdo . De Correos 1160 , 41080 Sevilla , Spain + @xmath3 department of mathematics , babe - bolyai university , koglniceanu 1 , 400084 cluj - Napoca , Romania + @xmath4simion stoilow institute of mathematics of the romanian academy , research group of the project pd - 3 - 0152 , + p.o. </S2> <S3> Box 1 - 764 , ro-014700 bucharest , romania + + e - mail addresses : dariza@us.es ( d. ariza - ruiz ) , glopez@us.es ( g. lpez - acedo ) , anicolae@math.ubbcluj.ro ( a. Nicolae. </S3>",0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,4,4
test,1069,807.1249,math,"<S0> We study the behavior of simple principal pivoting methods for the p - matrix linear complementarity problem ( p - lcp ). </S0> <S1> We solve an open problem of Morris by showing that murty s least - index pivot rule ( under any fixed index order ) leads to a quadratic number of iterations on Morris s highly cyclic p - lcp examples. </S1> <S2> We then show that on k - matrix lcp instances , _ all _ pivot rules require only a linear number of iterations. </S2> <S3> As the main tool , we employ _ unique - sink orientations _ of cubes , a useful combinatorial abstraction of the p - lcp. </S3>",0.25,0.0,0.25,0.25,0.0,0.0,,0.5,,4,2
test,3996,1309.3011,math,"<S0> Curtis - ingerman - morrow characterize response matrices for circular planar electrical networks as symmetric square matrices with row sums zero and non - negative circular minors . in this pap. </S0> <S1> , we study this positivity phenomenon more closely , from both algebraic and combinatorial perspectives . extending work of postnik. </S1> <S2> , we introduce electrical positroids , which are the sets of circular minors which can simultaneously be positive in a response matrix. </S2> <S3> We give a self - contained axiomatic description of these electrical positroids . in the second part of the paper. </S3> <S4> We discuss a naturally arising example of a Laurent phenomenon algebra , as studied by Lam - pylyavskyy. </S4> <S5> We investigate the clusters in this algebra , building off of initial work by Kenyon - Wilson , using an analogue of weak separation , as was originally introduced by Leclerc - zelevinsky. </S5>",0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,,0.6666666666666666,,6,4
test,3747,1610.03613,math,"<S0> - 0.6 cm in the present contribution , we apply the double exponential sinc - collocation method ( descm ) to the one - dimensional time independent schrdinger equation for a class of rational potentials of the form @xmath0. </S0> <S1> This algorithm is based on the discretization of the hamiltonian of the schrdinger equation using sinc expansions. </S1> <S2> This discretization results in a generalized eigenvalue problem where the eigenvalues correspond to approximations of the energy values of the corresponding hamiltonian. </S2> <S3> A systematic numerical study is conducted , beginning with test potentials with known eigenvalues and moving to rational potentials of increasing degree. </S3> <S4> * ams classification : * 0.15 cm 65l10 , 65l20 anharmonic oscillators. </S4> <S5> Rational potential. </S5> <S6> Sinc collocation methods . exponential transformations. </S6>",0.42857142857142855,0.0,0.0,0.0,0.0,0.0,,0.5714285714285714,,7,4
test,1658,1312.3483,ph,"<S0> The ams - 02 experiment confirms the excess of positrons in cosmic rays ( crs ) for energy above 10 gev with respect to the secondary production of positrons in the interstellar medium. </S0> <S1> This is interpreted as evidence of the existence of a primary source of these particles. </S1> <S2> Possible candidates are dark matter or astrophysical sources . in this wo. </S2> <S3> We discuss the possible contribution due to pulsars and their nebulae. </S3> <S4> Our key assumption is that the primary spectrum of electrons and positrons at the source is the same of the well known photon spectrum observed from gamma - rays telescopes . using a diffusion model in the galaxy we propagate the source spectra up to the solar system. </S4> <S5> We compare our results with the recent experiments and with the lis model . to appear on the proceedings of the 14th icatpp conference on + astroparticle , particle , space physics and detectors + for physics applications , + villa olmo ( Como , Italy ) , 2327 October , 2013 , + to be published by world scientific ( Singapore ). </S5>",0.5,0.0,0.0,0.0,0.0,0.0,,0.5,,6,3
test,2418,astro-ph0008159,ph,"<S0> We have shown that the sun s shadow by high energy cosmic rays moves year by year and its behavior is correlated with a time variation of the large - scale structure of the solar and interplanetary magnetic fields. </S0> <S1> The solar activity was near minimum in the period from 1996 through 1997 . using the data obtained with the tibet air shower arr. </S1> <S2> , we examined the shadowing of cosmic rays by the sun in this quiet phase of solar cycle , and found that the sun s shadow was just in the apparent direction of the sun , though it was observed at the position considerably away from the sun to the south - west in the period between 1990 and 1993. </S2> <S3> It is known that the magnetic pole of equivalent solar dipole was reversed during the previous active phase , and near solar minimum the dipole was aligned with the rotating axis , preserving it s n - pole on the north pole side of the sun. </S3> <S4> This causes the solar magnetic field to shift the sun s shadow to the east. </S4> <S5> Thus , the observed results suggest that the shift of the sun s shadow due to the solar magnetic field was pushed back by the effect of the geomagnetic field , since the geomagnetic field always make the shadow shift to the west. </S5> <S6> We discuss the sun s shadow observed during the period near solar minimum in 1996 - 1997 and compare it with the simulation results. </S6>",0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,,0.5714285714285714,,7,4
test,3158,astro-ph0009370,ph,"<S0> The distribution of the stellar and gaseous components in low surface brightness galaxies has been determined directly from optical and hi imaging. </S0> <S1> The distribution of what might be the dominant mass component , the dark matter , which is inferred from rotation curves , is far harder to determine. </S1> <S2> Although the rotation curves themselves can be determined fairly accurately from hi synthesis observations , and in particular from h@xmath0 spectroscopy , the uncertainty in the mass modeling leaves room for a wide range of possible dark matter distributions , ranging from maximum stellar disks with shallow dark halos to cuspy dark halos with little mass in stars. </S2> <S3> # 1_#1 _ # 1_#1 _ = # 1 1.25 in .125 in .25 . </S3>",0.5,0.0,0.0,0.0,0.0,0.0,,0.5,,4,2
test,1322,gr-qc9712047,ph,"<S0> We describe a grid generation procedure designed to construct new classes of orthogonal coordinate systems for binary black hole spacetimes. </S0> <S1> The computed coordinates offer an alternative approach to current methods , in addition to providing a framework for potentially more stable and accurate evolutions of colliding black holes . as a particular examp. </S1> <S2> , we apply our procedure to generate appropriate numerical grids to evolve Misner s axisymmetric initial data set representing two equal mass black holes colliding head on. </S2> <S3> These new results are compared with previously published calculations , and we find generally good agreement in both the waveform profiles and total radiated energies over the allowable range of separation parameters . furthermore , because no specialized treatment of the coordinate singularities is required , these new grids are more easily extendible to unequal mass and spinning black hole collisions . epsf.s. </S3>",0.25,0.0,0.0,0.0,0.0,0.0,,0.75,,4,3
test,5654,1003.2564,ph,"<S0> _ galex _ near ultraviolet ( nuv ) and far - ultraviolet ( fuv ) light curves of three extremely low accretion rate polars show distinct modulations in their uv light curves. </S0> <S1> While these three systems have a range of magnetic fields from 13 to 70 mg , and of late type secondaries ( including a likely brown dwarf in sdss j 121209.31 + 013627.7 ) , the accretion rates are similar , and the uv observations imply some mechanism is operating to create enhanced emission zones on the white dwarf. </S1> <S2> The uv variations match in phase to the two magnetic poles viewed in the optical in wx lmi and to the single poles evident in the optical in sdss j 1212109.31 + 013627.7 and sdss j 103100.55 + 202832.2. </S2> <S3> Simple spot models of the uv light curves show that if hot spots are responsible for the uv variations , the temperatures are on the order of 10,000 - 14,000 k. </S3> <S4> For the single pole systems , the size of the fuv spot must be smaller than the nuv and in all cases , the geometry is likely more complicated than a simple circular spot. </S4>",0.0,0.0,0.0,0.2,0.2,0.0,,0.6,,5,3
test,4791,1103.5508,ph,"<S0> The feedback from galactic outflows is thought to play an important role in shaping the gas content , star formation history , and ultimately the stellar mass function of galaxies. </S0> <S1> Here we present evidence for massive molecular outflows associated with ultra - luminous infrared galaxies ( ulirgs ) in the coadded redshift search receiver @xmath0co ( 10 ) spectrum. </S1> <S2> Our stacked spectrum of 27 ulirgs at @xmath1 ( @xmath2ghz ) shows broad wings around the co line with @xmath3 2000 km s@xmath4 . it s integrated line flux accounts for up to 25 @ x math5 % of the total co line luminosity. </S2> <S3> When interpreted as a massive molecular outflow wind , the associated mechanical energy can be explained by a concentrated starburst with @xmath6 yr@xmath4 , which agrees well with their @xmath7 derived from the @xmath 8 luminosity . using the high signal - to - noise stacked composite spectr. </S3> <S4> , we also probe @xmath9co and @xmath0cn emission in the sample and discuss how the chemical abundance of molecular gas may vary depending on the physical conditions of the nuclear region. </S4>",0.4,0.0,0.0,0.0,0.0,0.0,,0.6,,5,3
test,3308,704.1642,ph,"<S0> We study ground state properties and excitation spectra for hard - core bosons on square and triangular lattices , at half filling , using series expansion methods. </S0> <S1> Nearest - neighbor repulsion between the bosons leads to the development of short - range density order at the antiferromagnetic wavevector , and simultaneously a roton minima in the density excitation spectra . on the square - latti. </S1> <S2> , the model maps on to the well studied xxz model , and the roton gap collapses to zero precisely at the heisenberg symmetry point , leading to the well known spectra for the heisenberg antiferromagnet . on the triangular - latti. </S2> <S3> , the collapse of the roton gap signals the onset of the supersolid phase. </S3> <S4> Our results suggest that the transition from the superfluid to the supersolid phase maybe weakly first order. </S4> <S5> We also find several features in the density of states , including two - peaks and a sharp discontinuity , which maybe observable in experimental realization of such systems. </S5>",0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,,0.5,,6,3
test,1798,astro-ph0206021,ph,"<S0> The time - of - flight ( tof ) system of the ams detector gives the fast trigger to the read out electronics and measures velocity , direction and charge of the crossing particles. </S0> <S1> The first version of the detector ( called Ams - 01 ) has flown in 1998 aboard of the shuttle discovery for a 10 days test mission , and collected about @xmath0 events . the new version ( called Ams - 02. </S1> <S2> Will be installed on the international space station and will operate for at least three years , collecting roughly @xmath 1 cosmic ray ( cr ) particles. </S2> <S3> The tof system of Ams - 01 successfully operated during the test mission , obtaining a time resolution of 120 ps for protons and better for other cr ions. </S3> <S4> The tof system of ams - 02 will be different due to the strong fringing magnetic field and weight constraints. </S4> <S5> [ _ talk given at the `` first international conference on particle and fundamental physics in space '' , La Biodola , Isola Delba ( Italy ) , 14 19 May 2002 . to be published by nuclear physics b - proceedings supplement. </S5> <S6> _. </S6>",0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,,0.5714285714285714,,7,4
test,5093,1701.05433,ph,"<S0> Using brownian dynamics ( bd ) simulations we investigate a dense system of charged colloids exposed to shear flow in a confined ( slit - pore ) geometry. </S0> <S1> The equilibrium system at zero flow consists of three , well - pronounced layers with square - like crystalline in - plane structure. </S1> <S2> We demonstrate that , for sufficiently large shear rates , the middle layer separates into two sublayers where the particles organize into moving lanes with opposite velocities . the formation of this micro - laned state results in a destruction of the applied shear profile. </S2> <S3> It has a strong impact not only on the structure of the system , but also on its rheology as measured by the stress tensor . at higher shear rates we observe a disordered state and finally a recrystallizati. </S3> <S4> Reminiscent of the behavior of bilayer films. </S4> <S5> We expect the shear - induced laning to be a generic feature of _ thin _ films with three or more layers. </S5>",0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,,0.5,,6,3
test,3315,astro-ph9905121,ph,"<S0> We have observed the black hole candidate x - ray binary gx 339 - 4 at radio wavelengths before , during and after the 1998 high / soft x - ray state transition. </S0> <S1> We find that the radio emission from the system is strongly correlated with the hard x - ray emission and is reduced by a factor @xmath0 during the high / soft state compared to the more usual low / hard state . at the points of state transition we note brief periods of unusually optically - thin radio emission which may correspond to discrete ejection events. </S1> <S2> We propose that in the low / hard state black hole x - ray binaries produce a quasi - continuous outflow , in the high / soft state this outflow is suppressed , and that state transitions often result in one or more discrete ejection events. </S2> <S3> Future models for low / hard states , such as adaf / adios solutions , need to take into account strong outflow of relativistic electrons from the system. </S3> <S4> We propose that the inferred comptonising corona and the base of the jet - like outflow are the same thing , based upon the strong correlation between radio and hard x - ray emission in gx 339 - 4 and other x - ray binaries , and the similarity in inferred location and composition of these two components. </S4>",0.2,0.0,0.0,0.0,0.2,0.0,,0.6,,5,3
test,270,711.2297,ph,"<S0> We study spherically symmetric thin - shell wormholes in a string cloud background in ( 3 + 1 ) - dimensional spacetime. </S0> <S1> The amount of exotic matter required for the construction , the traversability and the stability under radial perturbations , are analyzed as functions of the parameters of the model . besides , in the appendices a non perturbative approach to the dynamics and a possible extension of the analysis to a related model are briefly discussed . . 25 . </S1>",0.5,0.0,0.0,0.0,0.0,0.0,,0.5,,2,1
test,1945,706.1168,ph,"<S0> We present the _ suzaku _ broad band observations of two agns detected by the _ swift_ / bat hard x - ray ( @xmath015 kev ) survey that did not have previous x - ray data , swift j 0601.98636 and swift j 0138.64001. </S0> <S1> The _ Suzaku. </S1> <S2> Spectra reveals in both objects a heavily absorbed power law component with a column density of @xmath1 @xmath2 that dominates above 10 kev , and an intense reflection component with a solid angle @xmath 3 from a cold , optically thick medium. </S2> <S3> We find that these agns have an extremely small fraction of scattered light from the nucleus , @xmath4 with respect to the intrinsic power law component. </S3> <S4> This indicates that they are buried in a very geometrically - thick torus with a small opening angle and / or have unusually small amount of gas responsible for scattering . in the former ca. </S4> <S5> , the geometry of swift j 0601.98636 should be nearly face - on as inferred from the small absorption for the reflection component. </S5> <S6> The discovery of two such objects in this small sample implies that there must be a significant number of yet unrecognized , very compton thick agns viewed at larger inclination angles in the local universe , which are difficult to detect even in the currently most sensitive optical or hard x - ray surveys. </S6>",0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,,0.5714285714285714,,7,4
test,6282,1609.04524,ph,"<S0> Engineering a sensor system for detecting an extremely tiny signal such as the gravitational - wave force is a very important subject in quantum physics. </S0> <S1> A major obstacle to this goal is that , in a simple detection setup , the measurement noise is lower bounded by the so - called standard quantum limit ( sql ) , which is originated from the intrinsic mechanical back - action noise. </S1> <S2> Hence , the sensor system has to be carefully engineered so that it evades the back - action noise and eventually beats the sql . in this paper , based on the well - developed geometric control theory for classical disturbance decoupling probl. </S2> <S3> , we provide a general method for designing an auxiliary ( coherent feedback or direct interaction ) controller for the sensor system to achieve the above - mentioned goal. </S3> <S4> This general theory is applied to a typical opto - mechanical sensor system. </S4> <S5> Also , we demonstrate a controller design for a practical situation where several experimental imperfections are present. </S5>",0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,,0.5,,6,3
test,5701,hep-lat9807031,ph,"<S0> We propose various improvements of finite step - size updating for full qcd on the lattice that might turn finite step - size updating into a viable alternative to the hybrid monte carlo algorithm. </S0> <S1> These improvements are noise reduction of the noisy estimator of the fermion determinant , unbiased inclusion of the hopping parameter expansion and a multi - level metropolis scheme. </S1> <S2> First numerical tests are performed for the 2 dimensional schwinger model with two flavours of Wilson fermions and for qcd with two flavours of Wilson fermions and schrdinger functional boundary conditions . 0.1 cm - 4 mm hub - ep-98/41 + * speeding up finite step - size updating of full qcd on the lattice * 0.8 Cm M. hasenbusch .2 cm _ humboldt universitt zu Berlin , institut fr physik. </S2> <S3> _ invalidenstr. </S3> <S4> 110 , D- 10115 Berlin , Germany _ 0.6 . </S4>",0.4,0.0,0.0,0.0,0.0,0.0,,0.6,,5,3
test,962,astro-ph0306411,ph,"<S0> The launch of the _ Chandra _ ( Nasa ) and _ x mm - newton _ ( esa ) x - ray observatories in 1999 has revolutionized our view of the universe , by providing astrophysical information about many classes of sources with unprecedent detail. </S0> <S1> The high throughput of _ x mm - newton _ makes it the ideal instrument to provide low to moderate resolution spectroscopy of faint and extended sources . after 3 years of operations. </S1> <S2> _ x mm - newton _ has observed all types of astronomical sources and delivered very interesting results in many areas . in this revi. </S2> <S3> , we highlight a few points where the contribution of _ x mm - newton _ has significantly furthered our knowledge of the energetic universe. </S3>",0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,4,4
test,2181,1405.3648,ph,"<S0> With the sdo / aia instrument , continuous and intermittent plasma outflows are observed on the boundaries of an active region along two distinct open coronal loops . by investigating the temporal sequence magnetograms obtained from hmi / sdo , it is found that small - scale magnetic reconnection probably plays an important role in the generation of the plasma outflows in the coronal loops. </S0> <S1> It is found that the origin of the plasma outflows coincides with the locations of the small - scale magnetic fields with mixed polarities , which suggests that the plasma outflows along coronal loops probably results from the magnetic reconnection between the small - scale close emerging loops and the large - scale open active region coronal loops. </S1>",0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,2,2
test,3848,1111.3226,ph,<S0> Decameter wavelength radio emission is finely structured in solar bursts . for their resear. </S0> <S1> It is very important to use a sufficient sensitivity of antenna systems . in this pap. </S1> <S2> We study an influence of the radiotelescope - antenna effective area on the results of decameter solar radio observations . for this purpo. </S2> <S3> We compared the solar bursts received by the array of 720 ground - based dipoles and the single dipole of the radiotelescope utr - 2. </S3> <S4> It s shown that a larger effective area of the ground - based antenna allows us to measure a weaker solar emission and to distinguish a fine structure of strong solar events. </S4> <S5> This feature has been also verified by simultaneous ground - and space - based observations in the overlapping frequency range. </S5> <S6> [ firstpage ] sun : radio radiation instrumentation : spectrographs space vehicles : instrumen. </S6>,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,,0.5714285714285714,,7,4
test,4075,1008.2781,ph,"<S0> We propose four different mechanisms responsible for paramagnetic or diamagnetic persistent currents in normal metal rings and determine the circumstances for change of the current from paramagnetic to diamagnetic ones and _ vice versa_ . it might qualitatively reproduce the experimental results of Bluhm et Al. </S0> <S1> ( phys. </S1> <S2> Rev. </S2> <S3> Lett. </S3> <S4> 102 , 136802 ( 2009 ) ). </S4>",0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,5,5
test,5319,cond-mat9912108,ph,"<S0> We generalize the earlier theory by Fredrickson [ j. rheol .. </S0> <S1> 38 * , 1045 ( 1994 ) ] to study the orientational behaviour of the hexagonal phase of diblock copolymer melt subjected to steady shear flow. </S1> <S2> We use symmetry arguments to show that the orientational ordering in the hexagonal phase is a much weaker effect than in the lamellae. </S2> <S3> We predict the parallel orientation to be stable at low and the perpendicular orientation at high shear rates. </S3> <S4> Our analysis reproduces the experimental results by Tepe. </S4> <S5> Et Al .. </S5> <S6> [ macromolecules * 28 * , 3008 ( 1995 ) ] and explains the difficulties in experimental observation of the different orientations in the hexagonal phase. </S6>",0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,,0.5714285714285714,,7,4
test,2125,908.4142,ph,"<S0> An efficient implementation of the nonequilibrium green function ( negf ) method combined with the density functional theory ( dft ) using localized pseudo - atomic orbitals ( paos ) is presented for electronic transport calculations of a system connected with two leads under a finite bias voltage . in the implementation. </S0> <S1> Accurate and efficient methods are developed especially for evaluation of the density matrix and treatment of boundaries between the scattering region and the leads. </S1> <S2> Equilibrium and nonequilibrium contributions in the density matrix are evaluated with very high precision by a contour integration with a continued fraction representation of the fermi - dirac function and by a simple quadrature on the real axis with a small imaginary part , respectively. </S2> <S3> The hartree potential is computed efficiently by a combination of the two dimensional fast fourier transform ( fft ) and a finite difference method , and the charge density near the boundaries is constructed with a careful treatment to avoid the spurious scattering at the boundaries. </S3> <S4> The efficiency of the implementation is demonstrated by rapid convergence properties of the density matrix. </S4> <S5> In addition , as an illustration , our method is applied for zigzag graphene nanoribbons , a fe / mgo / fe tunneling junction , and a lamno@xmath0srmno@xmath1 superlattice , demonstrating its applicability to a wide variety of systems. </S5>",0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,,0.5,,6,3
test,5235,astro-ph0202094,ph,"<S0> We consider approaches to cosmological parameter estimation in the inflationary cosmology , focussing on the required accuracy of the initial power spectra . parametrizing the spectra , for example by power - laws. </S0> <S1> Is well suited to testing the inflationary paradigm but will only correctly estimate cosmological parameters if the parametrization is sufficiently accurate , and we investigate conditions under which this is achieved both for present data and for upcoming satellite data. </S1> <S2> If inflation is favoured , reliable estimation of its physical parameters requires an alternative approach adopting its detailed predictions . for slow - roll inflation , we investigate the accuracy of the predicted spectra at first and second order in the slow - roll expansion ( presenting the complete second - order corrections for the tensors for the first time ). </S2> <S3> We find that within the presently - allowed parameter space , there are regions where it will be necessary to include second - order corrections to reach the accuracy requirements of _ map _ and _ planck _ satellite data. </S3> <S4> We end by proposing a data analysis pipeline appropriate for testing inflation and for cosmological parameter estimation from high - precision data. </S4>",0.2,0.0,0.0,0.0,0.2,0.0,,0.6,,5,3
test,5083,1607.03666,ph,"<S0> The effective interaction between two planar walls immersed in a fluid is investigated by use of density functional theory in the region of the phase diagram . a hard core yukawa model of flu. </S0> <S1> Is studied with special attention to the critical region . to achieve this goal a new formulation of the weighted density approximation coupled with the hierarchical reference theory , able to deal with critical long wavelength fluctuations , is put forward and compared with other approaches . the effective interaction between the wal. </S1> <S2> Is seen to change character on lowering the temperature : the strong oscillations induced by layering of the molecules , typical of the depletion mechanism in hard core systems , are gradually smoothed and , close to the critical point , a long range attractive tail emerges leading to a scaling form which agrees with the expectations based on the critical casimir effect. </S2> <S3> Strong corrections to scaling are seen to affect the results up to very small reduced temperatures . by use of derjaguin approximation , this investigation has natural implications for the aggregation of colloidal particles in critical solvents. </S3>",0.0,0.0,0.0,0.25,0.0,0.0,,0.75,,4,3
test,3182,1410.2334,ph,"<S0> There are a number of theoretical predictions for astrophysical and cosmological objects , which emit high frequency ( @xmath0 hz ) gravitation waves ( gw ) or contribute somehow to the stochastic high frequency gw background . he. </S0> <S1> We propose a new sensitive detector in this frequency band , which is based on existing cryogenic ultra - high quality factor quartz bulk acoustic wave cavity technology , coupled to near - quantum - limited squid amplifiers at @xmath 1 mk. </S1> <S2> We show that spectral strain sensitivities reaching @xmath 2 per @xmath 3 per mode is possible , which in principle can cover the frequency range with multiple ( @xmath4 ) modes with quality factors varying between @xmath5 allowing wide bandwidth detection . due to its compactness and well established manufacturing process. </S2> <S3> The system is easily scalable into arrays and distributed networks that can also impact the overall sensitivity and introduce coincidence analysis to ensure no false detections. </S3>",0.0,0.0,0.0,0.0,0.25,0.0,,0.75,,4,3
