dataset_type,row_id,arxiv_id,category,abstract,Introduction/Background,Aim/Purpose,Methodology,Results / Contributions ,Conclusions,Limitations of Research / Gap,Not Sure,ERRORS,TOO LONG,length,number_of_errors
test,720,1409.0973,cs,"<S0> A path relinking algorithm is proposed for the bandwidth coloring problem and the bandwidth multicoloring problem. </S0> <S1> It combines a population based relinking method and a tabu search based local search procedure. </S1> <S2> The proposed algorithm is assessed on two sets of 66 benchmark instances commonly used in the literature. </S2> <S3> Computational results demonstrate that the proposed algorithm is highly competitive in terms of both solution quality and efficiency compared to the best performing algorithms in the literature. </S3> <S4> Specifically , it improves the previous best known results for 15 out of 66 instances , while matching the previous best known results for 47 cases. </S4> <S5> Some key elements of the proposed algorithm are investigated. </S5> <S6> + _ keywords _ : bandwidth coloring , path relinking , tabu search , heuristics , frequency assignment. </S6>",0.42857142857142855,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,,0.14285714285714285,,7,1
test,5872,1207.663,cs,"<S0> A fundamental problem for the delay and backlog analysis across multi - hop paths in wireless networks is how to account for the random properties of the wireless channel . since the usual statistical models for radio signals in a propagation environme. </S0> <S1> Do not lend themselves easily to a description of the available service rate , the performance analysis of wireless networks has resorted to higher - layer abstractions , e.g. , using markov chain models . in this work. </S1> <S2> We propose a network calculus that can incorporate common statistical models of fading channels and obtain statistical bounds on delay and backlog across multiple nodes. </S2> <S3> We conduct the analysis in a transfer domain , which we refer to as the _ snr domain. </S3> <S4> , where the service process at a link is characterized by the instantaneous signal - to - noise ratio at the receiver. </S4> <S5> We discover that , in the transfer domain , the network model is governed by a dioid algebra , which we refer to as algebra . using this algeb. </S5> <S6> We derive the desired delay and backlog bounds. </S6> <S7> An application of the analysis is demonstrated for a simple multi - hop network with rayleigh fading channels. </S7>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8,0
test,5796,1605.02045,cs,"<S0> Semi - labeled trees are phylogenies whose internal nodes may be labeled by higher - order taxa. </S0> <S1> Thus , a leaf labeled _ mus musculus _ could nest within a subtree whose root node is labeled rodentia , which itself could nest within a subtree whose root is labeled mammalia. </S1> <S2> Suppose we are given collection @xmath0 of semi - labeled trees over various subsets of a set of taxa. </S2> <S3> The ancestral compatibility problem asks whether there is a semi - labeled tree @xmath1 that respects the clusterings and the ancestor / descendant relationships implied by the trees in @xmath0. </S3> <S4> We give a @xmath2 algorithm for the ancestral compatibility problem , where @ xmath 3 is the total number of nodes and edges in the trees in @xmath0. </S4> <S5> Unlike the best previous algorithm , the running time of our method does not depend on the degrees of the nodes in the input trees. </S5>",0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,,0.16666666666666666,,6,1
test,4958,805.1447,math,"<S0> The relationships between braid ordering and the geometry of its closure is studied. </S0> <S1> We prove that if an essential closed surface @xmath0 in the complements of closed braid has relatively small genus with respect to the dehornoy floor of the braid , @xmath0 is circular - foliated in a sense of birman - menasco s braid foliation theory . as an application of the result , we prove that if dehornoy floor of braids are larger than three , nielsen - thurston classification of braids and the geometry of their closure s complements are in one - to - one correspondence . using this result , we construct infinitely many hyperbolic knots explicitly from pseudo - anosov element of mapping class groups. </S1>",0.5,0.0,0.0,0.5,0.5,0.0,,0.0,,2,0
test,5269,math0510134,math,"<S0> Let @xmath0 be a compact , oriented surface with negative euler characteristic and let @xmath 1 be a homeomorphism isotopic to the identity . if there exists a periodic orbit with a non - zero rotation vector @xmath2 , then there exists a simple braid with the same rotation vector. </S0>",1.0,0.0,1.0,1.0,1.0,0.0,,0.0,,1,0
test,1974,1208.5474,math,"<S0> Structure - preserving numerical schemes for a nonlinear parabolic fourth - order equation , modeling the electron transport in quantum semiconductors , with periodic boundary conditions are analyzed. </S0> <S1> First , a two - step backward differentiation formula ( bdf ) semi - discretization in time is investigated. </S1> <S2> The scheme preserves the nonnegativity of the solution , is entropy stable and dissipates a modified entropy functional. </S2> <S3> The existence of a weak semi - discrete solution and , in a particular case , its temporal second - order convergence to the continuous solution is proved. </S3> <S4> The proofs employ an algebraic relation which implies the g - stability of the two - step bdf. </S4> <S5> Second , an implicit euler and @xmath0 - step bdf discrete variational derivative method are considered. </S5> <S6> This scheme , which exploits the variational structure of the equation , dissipates the discrete fisher information ( or energy ). </S6> <S7> Numerical experiments show that the discrete ( relative ) entropies and fisher information decay even exponentially fast to zero. </S7>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8,0
test,2864,1506.07303,math,"<S0> We consider arbitrary orderings of the edges entering each vertex of the ( downward directed ) pascal graph. </S0> <S1> Each ordering determines an adic ( bratteli - vershik ) system , with a transformation that is defined on most of the space of infinite paths that begin at the root. </S1> <S2> We prove that for every ordering the coding of orbits according to the partition of the path space determined by the first three edges is essentially faithful , meaning that it is one - to - one on a set of paths that has full measure for every fully supported invariant probability measure. </S2> <S3> We also show that for every @xmath0 the subshift that arises from coding orbits according to the first @xmath0 edges is topologically weakly mixing. </S3> <S4> We give a necessary and sufficient condition for any adic system to be topologically conjugate to an odometer and use this condition to determine the probability that a random order on a fixed diagram , or a diagram constructed at random in some way , is topologically conjugate to an odometer. </S4> <S5> We also show that the closure of the union over all orderings of the subshifts arising from codings of the pascal adic by the first edge has superpolynomial complexity , is not topologically transitive , and has no periodic points besides the two fixed points , while the intersection over all orderings consists of just four orbits. </S5>",0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,,0.0,,6,0
test,6433,1106.0857,math,"<S0> We prove that the number of limit cycles , which bifurcate from a two - saddle loop of an analytic plane vector field @xmath0 , under an arbitrary finite - parameter analytic deformation @xmath 1 , @xmath2 , is uniformly bounded with respect to @xmath 3. </S0> <S1> 2000 msc scheme numbers : 34c07 , 37g15 , 70k. </S1>",0.5,0.0,0.0,0.5,0.5,0.0,S1,0.0,,2,0
test,5443,1609.07687,math,"<S0> The reaction - diffusion master equation is a stochastic model often utilized in the study of biochemical reaction networks in living cells. </S0> <S1> It is applied when the spatial distribution of molecules is important to the dynamics of the system . a viable approa. </S1> <S2> To resolve the complex geometry of cells accurately is to discretize space with an unstructured mesh. </S2> <S3> Diffusion is modeled as discrete jumps between nodes on the mesh , and the diffusion jump rates can be obtained through a discretization of the diffusion equation on the mesh. </S3> <S4> Reactions can occur when molecules occupy the same voxel . in this pap. </S4> <S5> , we develop a method for computing accurate reaction rates between molecules occupying the same voxel in an unstructured mesh . for large voxels. </S5> <S6> These rates are known to be well approximated by the reaction rates derived by Collins and Kimball , but as the mesh is refined , no analytical expression for the rates exists. </S6> <S7> We reduce the problem of computing accurate reaction rates to a pure preprocessing step , depending only on the mesh and not on the model parameters , and we devise an efficient numerical scheme to estimate them to high accuracy. </S7> <S8> We show in several numerical examples that as we refine the mesh , the results obtained with the reaction - diffusion master equation approach those of a more fine - grained smoluchowski particle - tracking model. </S8>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9,0
test,3651,906.1277,math,"<S0> When a plane shock hits a wedge head on , it experiences a reflection - diffraction process , and then a self - similar reflected shock moves outward as the original shock moves forward in time. </S0> <S1> The complexity of reflection - diffraction configurations was first reported by Ernst mach in 1878 , and experimental , computational , and asymptotic analysis has shown that various patterns of shock reflection - diffraction configurations may occur , including regular reflection and mach reflection . in this pap. </S1> <S2> We start with various shock reflection - diffraction phenomena , their fundamental scientific issues , and their theoretical roles as building blocks and asymptotic attractors of general solutions in the mathematical theory of multidimensional hyperbolic systems of conservation laws. </S2> <S3> Then we describe how the global problem of shock reflection - diffraction by a wedge can be formulated as a free boundary problem for nonlinear conservation laws of mixed - composite hyperbolic - elliptic type. </S3> <S4> Finally we discuss some recent developments in attacking the shock reflection - diffraction problem , including the existence , stability , and regularity of global regular reflection - diffraction solutions. </S4> <S5> The approach includes techniques to handle free boundary problems , degenerate elliptic equations , and corner singularities , which is highly motivated by experimental , computational , and asymptotic results . further trends and open problems in this direction are also addressed. </S5>",0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,,0.16666666666666666,,6,1
test,4957,1305.1208,math,"<S0> We study the bijection between binary galton watson trees in continuous time and their exploration process , both in the sub - and in the supercritical cases. </S0> <S1> We then take the limit over renormalized quantities , as the size of the population tends to infinity. </S1> <S2> We thus deduce Delmas generalization of the second ray knight theorem. </S2>",0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,,0.0,,3,0
test,5489,1603.04452,math,"<S0> We study if the parabolic forward - in - time maximal operator is bounded on parabolic @xmath0. </S0> <S1> It turns out that for non - negative functions the answer is positive , but the behaviour of sign changing functions is more delicate. </S1> <S2> The class parabolic @xmath0 and the forward - in - time maximal operator originate from the regularity theory of nonlinear parabolic partial differential equations. </S2> <S3> In addition to that context , we also study the question in dimension one. </S3>",0.25,0.0,0.0,0.75,0.25,0.0,,0.0,,4,0
test,3079,1404.5591,math,"<S0> This paper gives an overview of recent research on the performance evaluation and design of carousel systems. </S0> <S1> We discuss picking strategies for problems involving one carousel , consider the throughput of the system for problems involving two carousels , give an overview of related problems in this area , and present an extensive literature review. </S1> <S2> Emphasis has been given on future research directions in this area. </S2> <S3> @xmath0 faculty of electrical engineering , mathematics and computer science , + department of applied mathematics , university of twente , + 7500 ae enschede , the netherlands. </S3> <S4> @xmath 1 eurandom and department of mathematics & computer science , + eindhoven university of technology , + p.o. </S4> <S5> Box 513 , 5600 Mb Eindhoven , the netherlands. </S5> <S6> + n.litvak@ewi.utwente.nl , m.vlasiou@tue.nl * keywords : * order picking , carousels systems , travel time , throughput * ams subject classification : * 90b05 , 90b. </S6>",0.42857142857142855,0.0,0.0,0.0,0.0,0.0,"S3,S4,S5",0.14285714285714285,,7,1
test,4182,1604.08863,math,"<S0> In this paper we introduce a numerical method for solving nonlinear volterra integro - differential equations . in the first step. </S0> <S1> We apply implicit trapezium rule to discretize the integral in given equation. </S1> <S2> Further , the daftardar - gejji and jafari technique ( Djm ) is used to find the unknown term on the right side. </S2> <S3> We derive existence - uniqueness theorem for such equations by using lipschitz condition. </S3> <S4> We further present the error , convergence , stability and bifurcation analysis of the proposed method. </S4> <S5> We solve various types of equations using this method and compare the error with other numerical methods. </S5> <S6> It is observed that our method is more efficient than other numerical metho. </S6> <S7> . 0.5 cm Sachin Bhalekar , Jayvant patade + _ department of mathematics , Shivaji university , Kolhapur - 416004 , India .. </S7> <S8> Email : sachin.math@yahoo.co.in , sbb_maths@unishivaji.ac.in ( Sachin Bhalekar ) , jayvantpatade1195@gmai.com ( jayvant patade ). </S8> <S9> + keywords : volterra integro - differential equations , trapezium rule , daftardar - gejji and jafari method , numerical solution , error , convergence , stability , bifurcation. </S9>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,10,0
test,1609,911.443,math,"<S0> The framed little 2 - discs operad is homotopy equivalent to the kimura - stasheff - voronov cyclic operad of moduli spaces of genus zero stable curves with tangent rays at the marked points and nodes. </S0> <S1> We show that this cyclic operad is formal , meaning that it s chains and it s homology ( the batalin - vilkovisky operad ) are quasi - isomorphic cyclic operads. </S1> <S2> To prove this we introduce a new complex of graphs in which the differential is a combination of edge deletion and contraction , and we show that this complex resolves bv as a cyclic operad. </S2>",0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,0.0,,3,0
test,3278,909.3509,math,"<S0> We study the weak lefschetz property and the hilbert function of level artinian monomial almost complete intersections in three variables. </S0> <S1> Several such families are shown to have the weak lefschetz property if the characteristic of the base field is zero or greater than the maximal degree of any minimal generator of the ideal. </S1> <S2> Two of the families have an interesting relation to tilings of hexagons by lozenges. </S2> <S3> This lends further evidence to a conjecture by Migliore , Mir - Roig , and the second author . finally , using our results about the weak lefschetz property. </S3> <S4> We show that the hilbert function of each level artinian monomial almost complete intersection in three variables is peaked strictly unimodal. </S4>",0.4,0.0,0.0,0.4,0.0,0.0,,0.0,,5,0
test,4128,1004.4777,math,"<S0> We compare classes of finite relational structures via monadic second - order transductions. </S0> <S1> More precisely , we study the preorder where we set @xmath0 if , and only if , there exists a transduction @xmath 1 such that @xmath 2. </S1> <S2> If we only consider classes of _ incidence structures _ we can completely describe the resulting hierarchy. </S2> <S3> It is linear of order type @xmath 3. </S3> <S4> Each level can be characterised in terms of a suitable variant of tree - width. </S4> <S5> Canonical representatives of the various levels are 0.08 em : the class of all trees of height @xmath4 , for each @xmath5 , of all paths , of all trees , and of all grids. </S5>",0.3333333333333333,0.0,0.0,0.5,0.0,0.0,,0.16666666666666666,,6,1
test,1774,1207.6354,math,"<S0> We consider utility maximization in networks where the sources do not employ flow control and may consequently overload the network . in the absence of flow control at the sources , some packets will inevitably have to be dropped when the network is in overload . to that end , we first develop a distributed , threshold - based packet dropping policy that maximizes the weighted sum throughput. </S0> <S1> Next , we consider utility maximization and develop a receiver - based flow control scheme that , when combined with threshold - based packet dropping , achieves the optimal utility. </S1> <S2> The flow control scheme creates virtual queues at the receivers as a _ push - back _ mechanism to optimize the amount of data delivered to the destinations via back - pressure routing. </S2> <S3> A novel feature of our scheme is that a utility function can be assigned to a collection of flows , generalizing the traditional approach of optimizing per - flow utilities. </S3> <S4> Our control policies use finite - buffer queues and are independent of arrival statistics. </S4> <S5> Their near - optimal performance is proved and further supported by simulation results. </S5>",0.3333333333333333,0.0,0.0,0.5,0.16666666666666666,0.0,,0.16666666666666666,,6,1
test,1426,math-ph0702009,math,"<S0> The one - dimensional totally asymmetric simple exclusion process ( tasep ) is considered. </S0> <S1> We study the time evolution property of a tagged particle in the tasep with the step initial condition. </S1> <S2> Calculated is the multi - time joint distribution function of its position . using the relation of the dynamics of the tasep to the schur process , we show that the function is represented as the fredholm determinant. </S2> <S3> We also study the scaling limit. </S3> <S4> The universality of the largest eigenvalue in the random matrix theory is realized in the limit . when the hopping rates of all particles are the same , it is found that the joint distribution function converges to that of the airy process after the time at which the particle begins to move . on the other hand , when there are several particles with small hopping rate in front of a tagged particle , the limiting process changes at a certain time from the airy process to the process of the largest eigenvalue in the hermitian multi - matrix model with external sources. </S4> <S5> [ keywords : asymmetric simple exclusion process ; kpz universality class ; random matrices ; tracy - widom distribution ; airy process. </S5>",0.5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,,0.16666666666666666,,6,1
test,4325,1203.6879,math,"<S0> Near critical catalyst - reactant branching processes with controlled immigration are studied. </S0> <S1> The reactant population evolves according to a branching process whose branching rate is proportional to the total mass of the catalyst. </S1> <S2> The bulk catalyst evolution is that of a classical continuous time branching process ; in addition there is a specific form of immigration. </S2> <S3> Immigration takes place exactly when the catalyst population falls below a certain threshold , in which case the population is instantaneously replenished to the threshold. </S3> <S4> Such models are motivated by problems in chemical kinetics where one wants to keep the level of a catalyst above a certain threshold in order to maintain a desired level of reaction activity . a diffusion limit theorem for the scaled process. </S4> <S5> Is presented , in which the catalyst limit is described through a reflected diffusion , while the reactant limit is a diffusion with coefficients that are functions of both the reactant and the catalyst. </S5> <S6> Stochastic averaging principles under fast catalyst dynamics are established . in the case where the catalyst evolves `` much faster '' than the reactant , a scaling limit , in which the reactant is described through a one dimensional sde with coefficients depending on the invariant distribution of the reflected diffusion , is obtained. </S6> <S7> Proofs rely on constrained martingale problem characterizations , lyapunov function constructions , moment estimates that are uniform in time and the scaling parameter and occupation measure techniques. </S7>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8,0
test,5282,1607.0717,math,"<S0> For a parabolic surface partial differential equation coupled to surface evolution , convergence of the spatial semidiscretization is studied in this paper. </S0> <S1> The velocity of the evolving surface is not given explicitly , but depends on the solution of the parabolic equation on the surface. </S1> <S2> Various velocity laws are considered : elliptic regularization of a direct pointwise coupling , a regularized mean curvature flow and a dynamic velocity law. </S2> <S3> A novel stability and convergence analysis for evolving surface finite elements for the coupled problem of surface diffusion and surface evolution is developed. </S3> <S4> Numerical experiments complement the theoretical results. </S4>",0.6,0.0,0.0,0.4,0.2,0.0,,0.0,,5,0
test,6277,math-ph0610087,math,"<S0> The main objective of this article is to study the dynamics of the stratified rotating boussinesq equations , which are a basic model in geophysical fluid dynamics. </S0> <S1> First , for the case where the prandtl number is greater than one , a complete stability and bifurcation analysis near the first critical rayleigh number is carried out. </S1> <S2> Second , for the case where the prandtl number is smaller than one , the onset of the hopf bifurcation near the first critical rayleigh number is established , leading to the existence of nontrivial periodic solutions. </S2> <S3> The analysis is based on a newly developed bifurcation and stability theory for nonlinear dynamical systems ( both finite and infinite dimensional ) by two of the authors @xcite. </S3>",0.75,0.25,0.0,0.0,0.25,0.0,,0.0,,4,0
test,4530,1702.05816,math,"<S0> We solve the isoperimetric problem in the lens spaces with large fundamental group. </S0> <S1> Namely , we prove that the isoperimetric surfaces are geodesic spheres or tori of revolution about geodesics. </S1> <S2> We also show that the isoperimetric problem in @xmath0 and @xmath1 follows from the proof of the willmore conjecture by Marques and Neves. </S2>",0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,,0.0,,3,0
test,3148,math0308055,math,"<S0> The paper presents a simple combinatorial method to encode 3 - dimensional manifolds , basing on their heegaard diagrams. </S0> <S1> The notion of a gauss diagram of a 3 - manifold is introduced. </S1> <S2> We check the conditions for a gauss diagram to represent a closed manifold and a manifold with boundary. </S2>",0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,,0.0,,3,0
test,3295,1409.5509,math,"<S0> We study kinetic representations of flocking models. </S0> <S1> They arise from agent - based models for self - organized dynamics , such as cucker - smale @xcite and motsch - tadmor @xcite models. </S1> <S2> We prove flocking behavior for the kinetic descriptions of flocking systems , which indicates a concentration in velocity variable in infinite time. </S2> <S3> We propose a discontinuous galerkin method to treat the asymptotic @xmath0 - singularity , and construct high order positive preserving scheme to solve kinetic flocking systems. </S3>",0.25,0.0,0.0,0.5,0.25,0.0,,0.0,,4,0
test,1827,1602.09092,math,"<S0> In this paper , a reconstruction method for the spatially distributed dielectric constant of a medium from the back scattering wave field in the frequency domain is considered. </S0> <S1> Our approach is to propose a globally convergent algorithm , which does not require any knowledge of a small neighborhood of the solution of the inverse problem in advance. </S1> <S2> The quasi - reversibility method ( qrm ) is used in the algorithm. </S2> <S3> The convergence of the qrm is proved via a carleman estimate. </S3> <S4> The method is tested on both computationally simulated and experimental data .. </S4> <S5> 2010 mathematics subject classification :. </S5> <S6> 34l25 , 35 p 25 , 35r30 , 78a46. </S6> <S7> _ keywords : _ coefficient inverse scattering problem , globally convergent algorithm , dielectric constant , electromagnetic waves. </S7>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8,0
test,708,1306.5201,math,"<S0> A system of two masses connected with a weightless rod ( called dumbbell in this paper ) interacting with a flat boundary is considered. </S0> <S1> The sharp bound on the number of collisions with the boundary is found using billiard techniques . in case , the ratio of masses is large and the dumbbell rotates fast , an adiabatic invariant is obtained. </S1>",0.5,0.0,0.5,0.5,0.5,0.0,,0.0,,2,0
test,4471,1604.04073,math,"<S0> The objective of the present study is to mitigate , or even completely eliminate , the limit cycle oscillations in mechanical systems using a passive nonlinear absorber , termed the nonlinear tuned vibration absorber ( nltva ). </S0> <S1> An unconventional aspect of the nltva is that the mathematical form of its restoring force is not imposed a priori , as it is the case for most existing nonlinear absorbers. </S1> <S2> The nltva parameters are determined analytically using stability and bifurcation analyses , and the resulting design is validated using numerical continuation. </S2> <S3> The proposed developments are illustrated using a van der pol - duffing primary system. </S3> <S4> _ keywords _ : limit cycle oscillations , vibration absorber , nonlinearity synthesis , stability analysis , bifurcation analysis. </S4> <S5> This is an author post - print , original manuscript at + http://rspa.royalsocietypublishing.org/content/471/2176/20140976 + G. habib , g. kerschen + space structures and systems laboratory + department of aerospace and mechanical engineering + university of Lige , Lige , Belgium + e - mail : giuseppe.habib,g.kerschen@ulg.ac.be + corresponding author : + Giuseppe habib + space structures and systems laboratory + department of aerospace and mechanical engineering + university of lige + 1 chemin des chevreuils ( b 52 / 3 ) , b- 4000 lige , Belgium .. </S5> <S6> Email : giuseppe.habib@ulg.ac.be. </S6>",0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,"S5,S6",0.14285714285714285,,7,1
test,837,1605.04604,math,"<S0> We propose a dynamical generalized polynomial chaos ( dgpc ) method to solve time - dependent stochastic partial differential equations ( spdes ) with white noise forcing. </S0> <S1> The long - time simulation of spde solutions by polynomial chaos ( pc ) methods is notoriously difficult as the dimension of the stochastic variables increases linearly with time . exploiting the markovian property of white noise. </S1> <S2> Dgpc @xcite implements a restart procedure that allows us to expand solutions at future times in terms of orthogonal polynomials of the measure describing the solution at a given time and the future white noise. </S2> <S3> The dimension of the representation is kept minimal by application of a karhunen loeve ( kl ) expansion . using frequent restarts and low degree polynomials on sparse multi - index sets. </S3> <S4> The method allows us to perform long time simulations , including the calculation of invariant measures for systems which possess one. </S4> <S5> We apply the method to the numerical simulation of stochastic burgers and navier stokes equations with white noise forcing. </S5> <S6> Our method also allows us to incorporate time - independent random coefficients such as a random viscosity. </S6> <S7> We propose several numerical simulations and show that the algorithm compares favorably with standard monte carlo methods. </S7> <S8> Keywords : stochastic partial differential equations , uncertainty quantification , polynomial chaos , karhunen - loeve expansi. </S8>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9,0
test,804,math0601650,math,"<S0> We study the low - bias stabilization of active magnetic bearings ( ambs ) subject to voltage saturation based on a recently proposed model for the amb switching mode of operation . using a forwarding - like approach , we construct a stabilizing controller of arbitrarily small amplitude and a control - lyapunov function for the amb dynamics. </S0> <S1> We illustrate our construction using a numerical example. </S1>",0.5,0.0,0.0,1.0,0.5,0.0,,0.0,,2,0
test,3674,1702.0286,math,"<S0> We study homogenization properties of the discrete laplace operator with random conductances on a large domain in @xmath0. </S0> <S1> More precisely , we prove almost - sure homogenization of the discrete poisson equation and of the top of the dirichlet spectrum. </S1> <S2> We assume that the conductances are stationary , ergodic and nearest - neighbor conductances are positive. </S2> <S3> In contrast to earlier results , we do not require uniform ellipticity but certain integrability conditions on the lower and upper tails of the conductances. </S3> <S4> We further allow jumps of arbitrary length . without the long - range connections. </S4> <S5> The integrability condition on the lower tail is optimal for spectral homogenization. </S5> <S6> It coincides with a necessary condition for the validity of a local central limit theorem for the random walk among random conductances . as an application of spectral homogenizati. </S6> <S7> , we prove a quenched large deviation principle for the normalized and rescaled local times of the random walk in a growing box . our proo. </S7> <S8> Are based on a compactness result for the laplacian s dirichlet energy , poincar inequalities , moser iteration and two - scale convergence. </S8> <S9> [ multiblock footnote omitted ] [ multiblock footnote omitted ] [ multiblock footnote omitted. </S9>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,10,0
test,884,1403.0498,math,"<S0> We extend the taming techniques for explicit euler approximations of stochastic differential equations ( sdes ) driven by lvy noise with super - linearly growing drift coefficients. </S0> <S1> Strong convergence results are presented for the case of locally lipschitz coefficients. </S1> <S2> Moreover , rate of convergence results are obtained in agreement with classical literature when the local lipschitz continuity assumptions are replaced by global and , in addition , the drift coefficients satisfy polynomial lipschitz continuity. </S2> <S3> Finally , we further extend these techniques to the case of delay equations. </S3>",0.25,0.0,0.0,0.75,0.25,0.0,,0.0,,4,0
test,5977,1004.5272,math,"<S0> We give examples of rank one compact surfaces on which there exist recurrent geodesics that can not be shadowed by periodic geodesics. </S0> <S1> We build rank one compact surfaces such that ergodic measures on the unit tangent bundle of the surface are not dense in the set of probability measures invariant by the geodesic flow . finally , we give examples of complete rank one surfaces for which the non wandering set of the geodesic flow is connected , the periodic orbits are dense in that set , yet the geodesic flow is not transitive in restriction to its non wandering s. </S1> <S2> . _ Universit De Bretagne occidentale , 6 av. </S2> <S3> Le Gorgeu , 29238 Brest Cedex , France. </S3> <S4> _ Lamfa , Universit Picardie Jules Verne , 33 Rue St Leu , 80000 Amiens , France. </S4>",0.2,0.0,0.0,0.2,0.2,0.0,"S2,S3,S4",0.0,,5,0
test,5580,1503.0633,math,"<S0> We propose a parallel adaptive constraint - tightening approach to solve a linear model predictive control problem for discrete - time systems , based on inexact numerical optimization algorithms and operator splitting methods. </S0> <S1> The underlying algorithm first splits the original problem in as many independent subproblems as the length of the prediction horizon. </S1> <S2> Then , our algorithm computes a solution for these subproblems in parallel by exploiting auxiliary tightened subproblems in order to certify the control law in terms of suboptimality and recursive feasibility , along with closed - loop stability of the controlled system . compared to prior approaches based on constraint tightening , our algorithm computes the tightening parameter for each subproblem to handle the propagation of errors introduced by the parallelization of the original problem. </S2> <S3> Our simulations show the computational benefits of the parallelization with positive impacts on performance and numerical conditioning when compared with a recent nonparallel adaptive tightening scheme. </S3>",0.25,0.25,0.5,0.25,0.25,0.0,,0.0,,4,0
test,3316,1401.7697,math,"<S0> The paper studies a method for solving elliptic partial differential equations posed on hypersurfaces in @xmath 0 , @xmath1. </S0> <S1> The method allows a surface to be given implicitly as a zero level of a level set function. </S1> <S2> A surface equation is extended to a narrow - band neighborhood of the surface. </S2> <S3> The resulting extended equation is a non - degenerate pde and it is solved on a bulk mesh that is unaligned to the surface. </S3> <S4> An unfitted finite element method is used to discretize extended equations. </S4> <S5> Error estimates are proved for finite element solutions in the bulk domain and restricted to the surface. </S5> <S6> The analysis admits finite elements of a higher order and gives sufficient conditions for archiving the optimal convergence order in the energy norm. </S6> <S7> Several numerical examples illustrate the properties of the method. </S7>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8,0
test,1847,905.1032,math,<S0> We give an arithmetical proof of the strong normalization of the @xmath0 - calculus ( and also of the @xmath1 - calculus ) where the type system is the one of simple types with recursive equations on types. </S0> <S1> The proof using candidates of reducibility is an easy extension of the one without equations but this proof can not be formalized in peano arithmetic. </S1> <S2> The strength of the system needed for such a proof was not known. </S2> <S3> Our proof shows that it is not more than peano arithmetic. </S3>,0.25,0.0,0.25,0.5,0.25,0.0,,0.0,,4,0
test,818,1610.00151,math,"<S0> A @xmath0- submodular function is a generalization of submodular and bisubmodular functions. </S0> <S1> This paper establishes a compact representation for minimizers of a @xmath0 - submodular function by a poset with inconsistent pairs ( pip ). </S1> <S2> This is a generalization of An. </S2> <S3> Fujishige s signed - poset representation for minimizers of a bisubmodular function. </S3> <S4> We completely characterize the class of pips ( elementary pips ) arising from @xmath0 - submodular functions. </S4> <S5> We give algorithms to construct the elementary pip of minimizers of a @xmath0 - submodular function @xmath 1 for three cases : ( i ) a minimizing oracle of @xmath 1 is available , ( ii ) @xmath 1 is network - representable , and ( i ii ) @xmath 1 arises from a Potts energy function. </S5> <S6> Furthermore , we provide an efficient enumeration algorithm for all maximal minimizers of a Potts @xmath0 - submodular function . our results are applicable to obtain all maximal persistent labelings in actual computer vision problems. </S6> <S7> We present experimental results for real vision instances. </S7> <S8> + * keywords : * @xmath0-submodular function , birkhoff representation theorem , poset with inconsistent pairs ( pip ) , Potts energy functi. </S8>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9,0
test,967,1604.0459,math,"<S0> The motion of a collisionless plasma - a high - temperature , low - density , ionized gas - is described by the Vlasov - maxwell ( vm ) system. </S0> <S1> These equations are considered in one space dimension and two momentum dimensions without the assumption of relativistic velocity corrections. </S1> <S2> The main results are bounds on the spatial and velocity supports of the particle distribution function and uniform estimates on derivatives of this function away from the critical velocity @xmath0 . additionally , for initial particle distributions that are even in the second velocity argument @xmath 1 , the global - in - time existence of solutions is shown. </S2> <S3> Robert Glassey Stephen Pankavich Jack Schaeff. </S3>",0.5,0.0,0.0,0.25,0.0,0.0,S3,0.0,,4,0
